hyp_loss_function,hyp_hidden_layer_count,hyp_units_per_hidden_layer,hyp_activation_per_hidden_layer,hyp_optimizer,hyp_epochs,hyp_batch_size,hyp_feature_count,hyp_class_count,obj_total_layers,obj_total_nodes,obj_training_time,obj_loss,obj_accuracy,obj_false_positive_rate,obj_false_negative_rate,obj_true_positive_rate,obj_true_negative_rate,obj_f1,obj_precision,obj_auc
cosine_similarity,2,"[45, 345]","['relu', 'relu']",rmsprop,8,16,30,2,4,422,0.37683677673339844,-0.6666666865348816,0.43859649122807015,0.5789473684210527,0.5526315789473685,0.4473684210526316,0.42105263157894735,0.5927099841521394,0.6071428571428571,0.44148199445983377
cosine_similarity,2,"[45, 41]","['relu', 'tanh']",rmsprop,7,64,30,2,4,118,0.3201770782470703,-0.6666666865348816,0.6666666666666666,0.6842105263157895,0.15789473684210525,0.8421052631578947,0.3157894736842105,0.6974015088013412,0.7111111111111111,0.5585180055401663
binary_crossentropy,2,"[45, 9]","['relu', 'tanh']",rmsprop,18,128,30,2,4,86,0.4885988235473633,0.11772147566080093,0.9649122807017544,0.05263157894736842,0.02631578947368421,0.9736842105263158,0.9473684210526315,0.09986504723346827,0.9736842105263158,0.9965373961218836
binary_crossentropy,1,[45],['relu'],rmsprop,16,128,30,2,3,77,0.42388486862182617,0.1889832466840744,0.9824561403508771,0.02631578947368421,0.013157894736842105,0.9868421052631579,0.9736842105263158,0.05126452494873548,0.9868421052631579,0.997229916897507
binary_crossentropy,5,"[32, 53, 20, 51, 86]","['relu', 'relu', 'sigmoid', 'sigmoid', 'tanh']",rmsprop,13,128,30,2,7,274,0.5282530784606934,0.2871752977371216,0.9385964912280702,0.15789473684210525,0.013157894736842105,0.9868421052631579,0.8421052631578947,0.2697841726618705,0.9259259259259259,0.993421052631579
binary_focal_crossentropy,4,"[82, 101, 52, 100]","['tanh', 'sigmoid', 'tanh', 'tanh']",sgd,13,32,30,2,6,367,0.36304497718811035,0.084137462079525,0.9298245614035088,0.18421052631578946,0.013157894736842105,0.9868421052631579,0.8157894736842105,0.3066588785046729,0.9146341463414634,0.9913434903047091
binary_focal_crossentropy,1,[45],['relu'],sgd,7,16,30,2,3,77,0.24080276489257812,0.05791312828660011,0.9122807017543859,0.15789473684210525,0.05263157894736842,0.9473684210526315,0.8421052631578947,0.26966292134831454,0.9230769230769231,0.9823407202216067
binary_focal_crossentropy,5,"[45, 50, 37, 81, 85]","['relu', 'sigmoid', 'tanh', 'tanh', 'relu']",sgd,9,16,30,2,7,330,0.34455299377441406,0.14652319252490997,0.7105263157894737,0.868421052631579,0.0,1.0,0.13157894736842105,0.7734772552043176,0.6972477064220184,0.9515235457063712
binary_focal_crossentropy,4,"[45, 50, 37, 81]","['relu', 'sigmoid', 'sigmoid', 'tanh']",sgd,9,16,30,2,6,245,0.3254430294036865,0.1552465558052063,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.9117036011080333
binary_crossentropy,4,"[32, 31, 53, 81]","['relu', 'relu', 'relu', 'relu']",rmsprop,7,128,30,2,6,229,0.40004897117614746,0.13539424538612366,0.9736842105263158,0.05263157894736842,0.013157894736842105,0.9868421052631579,0.9473684210526315,0.09986684420772303,0.974025974025974,0.996191135734072
binary_crossentropy,3,"[32, 53, 10]","['relu', 'relu', 'relu']",sgd,7,16,30,2,5,127,0.2533869743347168,0.24857456982135773,0.9210526315789473,0.18421052631578946,0.02631578947368421,0.9736842105263158,0.8157894736842105,0.3065995856762356,0.9135802469135802,0.9878808864265928
binary_focal_crossentropy,4,"[45, 90, 66, 30]","['relu', 'tanh', 'relu', 'tanh']",sgd,11,16,30,2,6,263,0.357410192489624,0.04239221662282944,0.956140350877193,0.10526315789473684,0.013157894736842105,0.9868421052631579,0.8947368421052632,0.1895135818066961,0.9493670886075949,0.9920360110803325
cosine_similarity,3,"[32, 69, 46]","['relu', 'relu', 'sigmoid']",rmsprop,7,128,30,2,5,179,0.3459029197692871,-0.6666666865348816,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.33344875346260383
binary_crossentropy,5,"[82, 101, 103, 17, 59]","['tanh', 'tanh', 'relu', 'tanh', 'tanh']",sgd,10,32,30,2,7,394,0.3103160858154297,0.171049103140831,0.9649122807017544,0.07894736842105263,0.013157894736842105,0.9868421052631579,0.9210526315789473,0.14591439688715954,0.9615384615384616,0.9975761772853186
binary_crossentropy,5,"[82, 75, 548, 17, 128]","['tanh', 'tanh', 'tanh', 'tanh', 'tanh']",sgd,11,64,30,2,7,882,0.3079380989074707,0.1979365199804306,0.9473684210526315,0.07894736842105263,0.039473684210526314,0.9605263157894737,0.9210526315789473,0.1459027315123251,0.9605263157894737,0.9909972299168974
cosine_similarity,5,"[82, 139, 95, 17, 60]","['tanh', 'sigmoid', 'relu', 'tanh', 'tanh']",sgd,11,64,30,2,7,425,0.31094789505004883,-0.6666666865348816,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.14923822714681442
binary_focal_crossentropy,2,"[45, 79]","['relu', 'tanh']",sgd,11,128,30,2,4,156,0.2822909355163574,0.1105874553322792,0.8157894736842105,0.18421052631578946,0.18421052631578946,0.8157894736842105,0.8157894736842105,0.3057414582599507,0.8985507246376812,0.9078947368421053
cosine_similarity,2,"[45, 10]","['relu', 'sigmoid']",rmsprop,20,128,30,2,4,87,0.5317740440368652,-0.6666666865348816,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.7745844875346262
binary_crossentropy,4,"[32, 31, 53, 80]","['relu', 'sigmoid', 'relu', 'sigmoid']",adam,7,128,30,2,6,228,0.5762898921966553,0.5870959758758545,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.9788781163434903
binary_focal_crossentropy,3,"[82, 194, 176]","['tanh', 'sigmoid', 'relu']",sgd,7,64,30,2,5,484,0.2474679946899414,0.12959103286266327,0.8157894736842105,0.5526315789473685,0.0,1.0,0.4473684210526316,0.6481218274111675,0.7835051546391752,0.9664127423822715
binary_crossentropy,3,"[32, 50, 53]","['relu', 'sigmoid', 'relu']",rmsprop,16,128,30,2,5,167,0.5081071853637695,0.1540362536907196,0.956140350877193,0.05263157894736842,0.039473684210526314,0.9605263157894737,0.9473684210526315,0.09986320109439124,0.9733333333333334,0.9954986149584487
cosine_similarity,2,"[45, 82]","['relu', 'tanh']",adam,8,16,30,2,4,159,0.45104408264160156,-0.6666666865348816,0.6491228070175439,0.13157894736842105,0.4605263157894737,0.5394736842105263,0.868421052631579,0.22930648769574943,0.8913043478260869,0.8476454293628809
binary_focal_crossentropy,3,"[45, 70, 60]","['relu', 'tanh', 'relu']",rmsprop,11,128,30,2,5,207,0.43596887588500977,0.021406054496765137,0.9824561403508771,0.0,0.02631578947368421,0.9736842105263158,1.0,0.0,1.0,0.9982686980609419
binary_focal_crossentropy,4,"[45, 102, 37, 80]","['relu', 'sigmoid', 'tanh', 'tanh']",sgd,9,128,30,2,6,296,0.25384020805358887,0.16164162755012512,0.6403508771929824,1.0,0.039473684210526314,0.9605263157894737,0.0,0.7934782608695653,0.6576576576576577,0.5308171745152355
binary_focal_crossentropy,11,"[63, 17, 100, 36, 25, 49, 36, 85, 103, 59, 38]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",rmsprop,8,16,30,2,13,643,0.7884891033172607,0.015842823311686516,0.9912280701754386,0.0,0.013157894736842105,0.9868421052631579,1.0,0.0,1.0,0.9993074792243768
binary_crossentropy,4,"[32, 58, 53, 179]","['relu', 'sigmoid', 'sigmoid', 'relu']",adam,7,128,30,2,6,354,0.5614430904388428,0.6005843877792358,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.9577562326869806
binary_focal_crossentropy,2,"[45, 7]","['relu', 'tanh']",rmsprop,7,32,30,2,4,84,0.3664388656616211,0.020959973335266113,0.9824561403508771,0.02631578947368421,0.013157894736842105,0.9868421052631579,0.9736842105263158,0.05126452494873548,0.9868421052631579,0.9986149584487535
binary_crossentropy,4,"[82, 101, 98, 24]","['tanh', 'tanh', 'relu', 'tanh']",sgd,10,32,30,2,6,337,0.28982090950012207,0.159486323595047,0.9649122807017544,0.02631578947368421,0.039473684210526314,0.9605263157894737,0.9736842105263158,0.051264044943820225,0.9864864864864865,0.9972299168975068
binary_crossentropy,3,"[32, 116, 53]","['relu', 'relu', 'relu']",adam,7,128,30,2,5,233,0.47478795051574707,0.18963690102100372,0.9210526315789473,0.15789473684210525,0.039473684210526314,0.9605263157894737,0.8421052631578947,0.2697044334975369,0.9240506329113924,0.9854570637119113
binary_focal_crossentropy,3,"[45, 90, 72]","['relu', 'tanh', 'tanh']",sgd,7,64,30,2,5,239,0.2346639633178711,0.08065954595804214,0.8859649122807017,0.15789473684210525,0.09210526315789473,0.9078947368421053,0.8421052631578947,0.26953125,0.92,0.9549861495844876
cosine_similarity,4,"[32, 31, 116, 91]","['relu', 'sigmoid', 'relu', 'relu']",adam,6,128,30,2,6,302,0.520637035369873,-0.6666666865348816,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.5152354570637119
binary_focal_crossentropy,1,[45],['relu'],rmsprop,7,64,30,2,3,77,0.304962158203125,0.029444962739944458,0.9385964912280702,0.07894736842105263,0.05263157894736842,0.9473684210526315,0.9210526315789473,0.1458966565349544,0.96,0.9948060941828255
binary_crossentropy,4,"[82, 51, 7, 128]","['tanh', 'tanh', 'tanh', 'tanh']",sgd,11,64,30,2,6,300,0.2830986976623535,0.26860350370407104,0.9298245614035088,0.10526315789473684,0.05263157894736842,0.9473684210526315,0.8947368421052632,0.18947368421052632,0.9473684210526315,0.986842105263158
binary_focal_crossentropy,1,[32],['relu'],sgd,7,128,30,2,3,64,0.22280597686767578,0.15321093797683716,0.7894736842105263,0.02631578947368421,0.3026315789473684,0.6973684210526315,0.9736842105263158,0.05125725338491296,0.9814814814814815,0.9449445983379501
binary_focal_crossentropy,4,"[45, 50, 37, 81]","['relu', 'sigmoid', 'sigmoid', 'tanh']",sgd,9,64,30,2,6,245,0.26247501373291016,0.16006293892860413,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.7572714681440443
cosine_similarity,2,"[45, 45]","['relu', 'relu']",rmsprop,7,64,30,2,4,122,0.31209897994995117,-0.6666666865348816,0.7017543859649122,0.7631578947368421,0.06578947368421052,0.9342105263157895,0.23684210526315788,0.7356198642372277,0.71,0.7676592797783934
binary_focal_crossentropy,2,"[45, 42]","['relu', 'tanh']",sgd,17,128,30,2,4,119,0.34741711616516113,0.08983437716960907,0.868421052631579,0.21052631578947367,0.09210526315789473,0.9078947368421053,0.7894736842105263,0.34095120444718957,0.8961038961038961,0.939404432132964
binary_focal_crossentropy,3,"[45, 45, 68]","['relu', 'tanh', 'relu']",sgd,6,16,30,2,5,190,0.243239164352417,0.08397717773914337,0.9122807017543859,0.15789473684210525,0.05263157894736842,0.9473684210526315,0.8421052631578947,0.26966292134831454,0.9230769230769231,0.9653739612188366
cosine_similarity,4,"[82, 149, 93, 128]","['tanh', 'tanh', 'tanh', 'tanh']",adam,11,64,30,2,6,484,0.6203494071960449,-0.6666666865348816,0.7719298245614035,0.21052631578947367,0.23684210526315788,0.7631578947368421,0.7894736842105263,0.3396778916544656,0.8787878787878788,0.8213296398891966
binary_focal_crossentropy,5,"[32, 31, 53, 116, 28]","['relu', 'relu', 'relu', 'relu', 'relu']",adam,7,128,30,2,7,292,0.6436989307403564,0.04639985412359238,0.9298245614035088,0.13157894736842105,0.039473684210526314,0.9605263157894737,0.868421052631579,0.2307206068268015,0.9358974358974359,0.9840720221606648
binary_focal_crossentropy,5,"[45, 45, 68, 43, 110]","['relu', 'tanh', 'relu', 'tanh', 'sigmoid']",sgd,7,16,30,2,7,343,0.2830691337585449,0.13618196547031403,0.7982456140350878,0.6052631578947368,0.0,1.0,0.39473684210526316,0.6768635043562439,0.7676767676767676,0.9598337950138504
cosine_similarity,5,"[82, 184, 98, 17, 100]","['tanh', 'sigmoid', 'relu', 'tanh', 'tanh']",sgd,11,64,30,2,7,513,0.2969841957092285,-0.6666666865348816,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.4774930747922438
binary_focal_crossentropy,6,"[82, 201, 52, 17, 29, 91]","['tanh', 'sigmoid', 'relu', 'tanh', 'tanh', 'sigmoid']",sgd,10,64,30,2,8,504,0.3030431270599365,0.16268876194953918,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.19529085872576177
binary_crossentropy,4,"[32, 74, 53, 179]","['relu', 'sigmoid', 'sigmoid', 'relu']",adam,7,128,30,2,6,370,0.5389702320098877,0.537696897983551,0.7543859649122807,0.7368421052631579,0.0,1.0,0.2631578947368421,0.7337931034482759,0.7307692307692307,0.986842105263158
cosine_similarity,1,[45],['relu'],rmsprop,11,128,30,2,3,77,0.32094407081604004,-0.6666666865348816,0.4824561403508772,0.9736842105263158,0.2894736842105263,0.7105263157894737,0.02631578947368421,0.7374054253552316,0.5934065934065934,0.14231301939058172
cosine_similarity,1,[32],['relu'],sgd,7,128,30,2,3,64,0.21117115020751953,-0.6666666865348816,0.34210526315789475,0.02631578947368421,0.9736842105263158,0.02631578947368421,0.9736842105263158,0.05063291139240506,0.6666666666666666,0.6589335180055401
cosine_similarity,1,[45],['relu'],rmsprop,14,16,30,2,3,77,0.45310497283935547,-0.6666666865348816,0.5789473684210527,0.5526315789473685,0.35526315789473684,0.6447368421052632,0.4473684210526316,0.6176470588235295,0.7,0.5128116343490305
binary_crossentropy,10,"[63, 17, 100, 36, 17, 35, 85, 53, 59, 15]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",rmsprop,8,32,30,2,12,512,0.6805310249328613,0.40020105242729187,0.9122807017543859,0.23684210526315788,0.013157894736842105,0.9868421052631579,0.7631578947368421,0.37437603993344426,0.8928571428571429,0.9854570637119113
binary_focal_crossentropy,2,"[45, 100]","['relu', 'tanh']",adam,5,128,30,2,4,177,0.3947257995605469,0.03662773221731186,0.9385964912280702,0.13157894736842105,0.02631578947368421,0.9736842105263158,0.868421052631579,0.2307452447770502,0.9367088607594937,0.9875346260387812
binary_crossentropy,2,"[32, 42]","['relu', 'sigmoid']",rmsprop,7,128,30,2,4,106,0.2994697093963623,0.3878442049026489,0.9385964912280702,0.13157894736842105,0.02631578947368421,0.9736842105263158,0.868421052631579,0.2307452447770502,0.9367088607594937,0.9923822714681441
binary_focal_crossentropy,1,[45],['relu'],rmsprop,20,128,30,2,3,77,0.46744704246520996,0.02064528875052929,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
binary_focal_crossentropy,2,"[45, 102]","['relu', 'sigmoid']",sgd,5,128,30,2,4,179,0.1857929229736328,0.1444779336452484,0.7192982456140351,0.8421052631578947,0.0,1.0,0.15789473684210525,0.7667087011349306,0.7037037037037037,0.7759695290858725
binary_focal_crossentropy,1,[32],['relu'],sgd,7,128,30,2,3,64,0.20112895965576172,0.22287194430828094,0.4649122807017544,0.39473684210526316,0.6052631578947368,0.39473684210526316,0.6052631578947368,0.49586776859504134,0.6666666666666666,0.5252770083102493
cosine_similarity,2,"[45, 17]","['relu', 'tanh']",sgd,7,32,30,2,4,94,0.2033379077911377,-0.6666666865348816,0.45614035087719296,0.47368421052631576,0.5789473684210527,0.42105263157894735,0.5263157894736842,0.5444234404536861,0.64,0.42174515235457066
binary_crossentropy,5,"[82, 101, 52, 24, 100]","['tanh', 'sigmoid', 'relu', 'tanh', 'sigmoid']",sgd,10,64,30,2,7,391,0.2709066867828369,0.6445130705833435,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.5308171745152356
binary_crossentropy,2,"[32, 55]","['relu', 'relu']",rmsprop,7,16,30,2,4,119,0.36632585525512695,0.07479358464479446,0.9824561403508771,0.0,0.02631578947368421,0.9736842105263158,1.0,0.0,1.0,0.9979224376731302
binary_crossentropy,5,"[82, 101, 98, 17, 61]","['tanh', 'sigmoid', 'relu', 'tanh', 'tanh']",adam,7,64,30,2,7,391,0.625251054763794,0.06592739373445511,0.9736842105263158,0.0,0.039473684210526314,0.9605263157894737,1.0,0.0,1.0,0.9993074792243768
binary_crossentropy,12,"[63, 17, 100, 36, 17, 49, 21, 85, 53, 59, 38, 71]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu', 'tanh']",rmsprop,8,16,30,2,14,641,0.8015398979187012,0.04346929490566254,0.9912280701754386,0.02631578947368421,0.0,1.0,0.9736842105263158,0.051264755480607084,0.987012987012987,0.9989612188365651
binary_crossentropy,5,"[82, 101, 75, 17, 128]","['tanh', 'sigmoid', 'tanh', 'tanh', 'tanh']",sgd,11,128,30,2,7,435,0.27216196060180664,0.6106986999511719,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.9494459833795014
binary_crossentropy,4,"[32, 53, 20, 27]","['relu', 'relu', 'sigmoid', 'relu']",rmsprop,11,128,30,2,6,164,0.44093990325927734,0.3038131594657898,0.9385964912280702,0.18421052631578946,0.0,1.0,0.8157894736842105,0.3067166330354569,0.9156626506024096,0.9930747922437673
binary_focal_crossentropy,3,"[45, 17, 38]","['relu', 'tanh', 'tanh']",rmsprop,13,32,30,2,5,132,0.5112428665161133,0.010393272154033184,0.9912280701754386,0.0,0.013157894736842105,0.9868421052631579,1.0,0.0,1.0,1.0
binary_crossentropy,4,"[82, 101, 88, 4]","['tanh', 'sigmoid', 'tanh', 'tanh']",sgd,5,128,30,2,6,307,0.18547606468200684,0.6341378092765808,0.6578947368421053,1.0,0.013157894736842105,0.9868421052631579,0.0,0.797872340425532,0.6637168141592921,0.6984072022160664
cosine_similarity,5,"[82, 53, 123, 17, 128]","['tanh', 'tanh', 'tanh', 'tanh', 'tanh']",sgd,11,32,30,2,7,435,0.30055713653564453,-0.6666666865348816,0.5175438596491229,0.47368421052631576,0.4868421052631579,0.5131578947368421,0.5263157894736842,0.5598086124401914,0.6842105263157895,0.5412049861495845
binary_focal_crossentropy,2,"[45, 41]","['relu', 'tanh']",sgd,11,16,30,2,4,118,0.34160304069519043,0.03601226210594177,0.9736842105263158,0.0,0.039473684210526314,0.9605263157894737,1.0,0.0,1.0,0.9968836565096952
binary_focal_crossentropy,4,"[82, 101, 95, 100]","['tanh', 'sigmoid', 'relu', 'tanh']",sgd,13,64,30,2,6,410,0.3420381546020508,0.11211107671260834,0.9035087719298246,0.23684210526315788,0.02631578947368421,0.9736842105263158,0.7631578947368421,0.3742624332677718,0.891566265060241,0.9833795013850415
binary_focal_crossentropy,1,[32],['relu'],rmsprop,7,128,30,2,3,64,0.2979569435119629,0.11169735342264175,0.8333333333333334,0.2894736842105263,0.10526315789473684,0.8947368421052632,0.7105263157894737,0.4332464523602665,0.8607594936708861,0.8857340720221606
binary_focal_crossentropy,6,"[82, 101, 52, 17, 100, 85]","['tanh', 'sigmoid', 'relu', 'tanh', 'tanh', 'relu']",sgd,10,32,30,2,8,469,0.32550716400146484,0.11817873269319534,0.8947368421052632,0.3157894736842105,0.0,1.0,0.6842105263157895,0.46247464503042596,0.8636363636363636,0.935595567867036
cosine_similarity,1,[45],['relu'],rmsprop,7,128,30,2,3,77,0.2650928497314453,-0.6666666865348816,0.5526315789473685,0.9736842105263158,0.18421052631578946,0.8157894736842105,0.02631578947368421,0.7622528659245721,0.6262626262626263,0.1945983379501385
binary_crossentropy,4,"[32, 53, 53, 52]","['relu', 'relu', 'relu', 'sigmoid']",sgd,13,16,30,2,6,222,0.39028120040893555,0.558966338634491,0.7368421052631579,0.7894736842105263,0.0,1.0,0.21052631578947367,0.7514831905075807,0.7169811320754716,0.9785318559556786
binary_focal_crossentropy,2,"[45, 45]","['relu', 'tanh']",sgd,7,16,30,2,4,122,0.26871705055236816,0.053702209144830704,0.9385964912280702,0.13157894736842105,0.02631578947368421,0.9736842105263158,0.868421052631579,0.2307452447770502,0.9367088607594937,0.9837257617728532
binary_focal_crossentropy,5,"[82, 139, 176, 76, 128]","['tanh', 'sigmoid', 'relu', 'tanh', 'tanh']",sgd,7,64,30,2,7,633,0.24927997589111328,0.11747719347476959,0.9122807017543859,0.23684210526315788,0.013157894736842105,0.9868421052631579,0.7631578947368421,0.37437603993344426,0.8928571428571429,0.9833795013850416
binary_focal_crossentropy,3,"[45, 6, 54]","['relu', 'tanh', 'sigmoid']",rmsprop,7,64,30,2,5,137,0.39383912086486816,0.0736418068408966,0.9473684210526315,0.13157894736842105,0.013157894736842105,0.9868421052631579,0.868421052631579,0.23076923076923075,0.9375,0.9896121883656509
binary_crossentropy,4,"[32, 31, 53, 27]","['relu', 'relu', 'tanh', 'tanh']",sgd,7,128,30,2,6,175,0.20554685592651367,0.5037282109260559,0.8771929824561403,0.2894736842105263,0.039473684210526314,0.9605263157894737,0.7105263157894737,0.4342888047593294,0.8690476190476191,0.9324792243767313
binary_focal_crossentropy,2,"[45, 46]","['relu', 'sigmoid']",rmsprop,6,64,30,2,4,123,0.33263707160949707,0.03996146470308304,0.9298245614035088,0.13157894736842105,0.039473684210526314,0.9605263157894737,0.868421052631579,0.2307206068268015,0.9358974358974359,0.9927285318559557
binary_crossentropy,2,"[32, 128]","['relu', 'relu']",sgd,7,32,30,2,4,192,0.20993900299072266,0.3390897512435913,0.9473684210526315,0.13157894736842105,0.013157894736842105,0.9868421052631579,0.868421052631579,0.23076923076923075,0.9375,0.9899584487534626
binary_crossentropy,5,"[82, 101, 98, 33, 59]","['tanh', 'tanh', 'relu', 'tanh', 'tanh']",sgd,10,64,30,2,7,405,0.2718808650970459,0.2385753095149994,0.956140350877193,0.02631578947368421,0.05263157894736842,0.9473684210526315,0.9736842105263158,0.05126379494482022,0.9863013698630136,0.9930747922437673
binary_focal_crossentropy,5,"[82, 101, 98, 19, 59]","['tanh', 'tanh', 'relu', 'tanh', 'tanh']",sgd,10,128,30,2,7,391,0.2775270938873291,0.11870400607585907,0.9298245614035088,0.07894736842105263,0.06578947368421052,0.9342105263157895,0.9210526315789473,0.1458904109589041,0.9594594594594594,0.9761080332409973
binary_focal_crossentropy,3,"[45, 94, 91]","['relu', 'relu', 'sigmoid']",sgd,20,128,30,2,5,262,0.42262697219848633,0.15521346032619476,0.6929824561403509,0.8421052631578947,0.039473684210526314,0.9605263157894737,0.15789473684210525,0.7616563417019888,0.6952380952380952,0.693213296398892
binary_focal_crossentropy,5,"[32, 69, 23, 52, 78]","['relu', 'relu', 'sigmoid', 'relu', 'sigmoid']",rmsprop,7,64,30,2,7,286,0.47146010398864746,0.049088526517152786,0.9385964912280702,0.13157894736842105,0.02631578947368421,0.9736842105263158,0.868421052631579,0.2307452447770502,0.9367088607594937,0.9909972299168974
binary_focal_crossentropy,4,"[82, 101, 75, 128]","['tanh', 'sigmoid', 'tanh', 'tanh']",sgd,5,128,30,2,6,418,0.19350004196166992,0.12413866817951202,0.8421052631578947,0.47368421052631576,0.0,1.0,0.5263157894736842,0.5973799126637553,0.8085106382978723,0.9736842105263157
binary_focal_crossentropy,2,"[45, 100]","['relu', 'tanh']",rmsprop,6,128,30,2,4,177,0.32382702827453613,0.03203991800546646,0.9824561403508771,0.0,0.02631578947368421,0.9736842105263158,1.0,0.0,1.0,0.9968836565096952
binary_crossentropy,5,"[82, 58, 98, 17, 61]","['tanh', 'sigmoid', 'relu', 'tanh', 'tanh']",sgd,7,64,30,2,7,348,0.30685901641845703,0.6107129454612732,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.8694598337950138
binary_focal_crossentropy,1,[45],['relu'],rmsprop,14,64,30,2,3,77,0.5022821426391602,0.020973660051822662,0.9824561403508771,0.02631578947368421,0.013157894736842105,0.9868421052631579,0.9736842105263158,0.05126452494873548,0.9868421052631579,0.9979224376731302
binary_crossentropy,5,"[82, 101, 75, 17, 128]","['tanh', 'sigmoid', 'tanh', 'tanh', 'tanh']",rmsprop,11,128,30,2,7,435,0.5855588912963867,0.05957859009504318,0.9824561403508771,0.0,0.02631578947368421,0.9736842105263158,1.0,0.0,1.0,0.9996537396121884
binary_crossentropy,7,"[82, 130, 75, 124, 17, 128, 87]","['tanh', 'sigmoid', 'tanh', 'tanh', 'tanh', 'tanh', 'sigmoid']",adam,11,64,30,2,9,675,0.9318218231201172,0.034530941396951675,0.9912280701754386,0.0,0.013157894736842105,0.9868421052631579,1.0,0.0,1.0,0.9996537396121884
binary_crossentropy,2,"[32, 116]","['relu', 'sigmoid']",rmsprop,7,128,30,2,4,180,0.359738826751709,0.31472739577293396,0.9122807017543859,0.21052631578947367,0.02631578947368421,0.9736842105263158,0.7894736842105263,0.3414071510957324,0.9024390243902439,0.9816481994459834
binary_crossentropy,5,"[32, 69, 23, 85, 66]","['relu', 'relu', 'sigmoid', 'relu', 'tanh']",rmsprop,7,128,30,2,7,307,0.5141129493713379,0.1631983071565628,0.956140350877193,0.13157894736842105,0.0,1.0,0.868421052631579,0.23079259034315214,0.9382716049382716,0.9948060941828255
binary_crossentropy,2,"[32, 46]","['relu', 'sigmoid']",rmsprop,14,128,30,2,4,110,0.47159814834594727,0.29161158204078674,0.9122807017543859,0.21052631578947367,0.02631578947368421,0.9736842105263158,0.7894736842105263,0.3414071510957324,0.9024390243902439,0.9871883656509695
binary_focal_crossentropy,4,"[82, 176, 17, 128]","['tanh', 'relu', 'tanh', 'tanh']",sgd,7,128,30,2,6,435,0.27054715156555176,0.152967631816864,0.7368421052631579,0.21052631578947367,0.2894736842105263,0.7105263157894737,0.7894736842105263,0.3390894819466248,0.8709677419354839,0.8445290858725761
binary_focal_crossentropy,11,"[63, 17, 100, 36, 103, 49, 128, 85, 53, 59, 38]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",rmsprop,8,16,30,2,13,763,0.8858628273010254,0.01920933648943901,0.9912280701754386,0.0,0.013157894736842105,0.9868421052631579,1.0,0.0,1.0,0.9982686980609419
binary_focal_crossentropy,5,"[82, 101, 75, 17, 128]","['tanh', 'sigmoid', 'tanh', 'tanh', 'tanh']",adam,11,128,30,2,7,435,0.7554922103881836,0.01307797059416771,0.9736842105263158,0.0,0.039473684210526314,0.9605263157894737,1.0,0.0,1.0,0.9993074792243768
binary_crossentropy,7,"[82, 130, 75, 124, 17, 128, 87]","['tanh', 'sigmoid', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",adam,11,64,30,2,9,675,0.8829853534698486,0.052139364182949066,0.9736842105263158,0.0,0.039473684210526314,0.9605263157894737,1.0,0.0,1.0,0.9996537396121884
binary_focal_crossentropy,4,"[45, 45, 68, 125]","['relu', 'tanh', 'relu', 'tanh']",sgd,7,16,30,2,6,315,0.29780006408691406,0.06189829483628273,0.9385964912280702,0.10526315789473684,0.039473684210526314,0.9605263157894737,0.8947368421052632,0.18948734587929916,0.948051948051948,0.9920360110803323
binary_crossentropy,4,"[45, 102, 10, 151]","['relu', 'tanh', 'tanh', 'tanh']",sgd,11,32,30,2,6,340,0.3145451545715332,0.19330178201198578,0.956140350877193,0.10526315789473684,0.013157894736842105,0.9868421052631579,0.8947368421052632,0.1895135818066961,0.9493670886075949,0.9958448753462603
binary_crossentropy,4,"[32, 53, 51, 52]","['relu', 'relu', 'relu', 'sigmoid']",sgd,13,16,30,2,6,220,0.387465238571167,0.37469419836997986,0.9122807017543859,0.23684210526315788,0.013157894736842105,0.9868421052631579,0.7631578947368421,0.37437603993344426,0.8928571428571429,0.979224376731302
