hyp_loss_function,hyp_hidden_layer_count,hyp_units_per_hidden_layer,hyp_activation_per_hidden_layer,hyp_optimizer,hyp_epochs,hyp_batch_size,hyp_feature_count,hyp_class_count,obj_total_layers,obj_total_nodes,obj_training_time,obj_loss,obj_accuracy,obj_false_positive_rate,obj_false_negative_rate,obj_true_positive_rate,obj_true_negative_rate,obj_f1,obj_precision,obj_auc
binary_focal_crossentropy,11,"[63, 17, 100, 36, 17, 49, 36, 85, 53, 59, 11]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",rmsprop,8,32,30,2,13,558,0.6727280616760254,0.01706092245876789,0.9824561403508771,0.02631578947368421,0.013157894736842105,0.9868421052631579,0.9736842105263158,0.05126452494873548,0.9868421052631579,0.9989612188365651
cosine_similarity,1,[45],['relu'],rmsprop,20,128,30,2,3,77,0.4208803176879883,-0.6666666865348816,0.34210526315789475,0.6578947368421053,0.6578947368421053,0.34210526315789475,0.34210526315789475,0.5744586831639417,0.5098039215686274,0.22506925207756234
binary_crossentropy,6,"[82, 130, 75, 124, 17, 128]","['tanh', 'sigmoid', 'tanh', 'tanh', 'tanh', 'tanh']",adam,13,64,30,2,8,588,0.7332639694213867,0.06342983990907669,0.9824561403508771,0.0,0.02631578947368421,0.9736842105263158,1.0,0.0,1.0,0.9996537396121884
binary_focal_crossentropy,12,"[63, 17, 100, 36, 17, 36, 85, 53, 96, 38, 89, 81]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu', 'sigmoid', 'sigmoid']",rmsprop,8,16,30,2,14,743,0.7544980049133301,0.16502434015274048,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.6243074792243767
cosine_similarity,6,"[82, 130, 75, 124, 17, 128]","['tanh', 'sigmoid', 'tanh', 'tanh', 'tanh', 'tanh']",sgd,11,64,30,2,8,588,1.7787981033325195,-0.6666666865348816,0.6666666666666666,0.8947368421052632,0.05263157894736842,0.9473684210526315,0.10526315789473684,0.7722397476340694,0.6792452830188679,0.53601108033241
binary_crossentropy,6,"[82, 52, 75, 124, 17, 128]","['tanh', 'sigmoid', 'tanh', 'tanh', 'tanh', 'tanh']",sgd,11,64,30,2,8,510,0.3055858612060547,0.5987839698791504,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.9768005540166205
cosine_similarity,2,"[45, 116]","['relu', 'relu']",rmsprop,20,32,30,2,4,193,0.5389680862426758,-0.6666666865348816,0.5,0.02631578947368421,0.7368421052631579,0.2631578947368421,0.9736842105263158,0.05121638924455826,0.9523809523809523,0.7929362880886427
cosine_similarity,2,"[45, 77]","['relu', 'relu']",rmsprop,12,64,30,2,4,154,0.37592172622680664,-0.6666666865348816,0.6666666666666666,0.21052631578947367,0.39473684210526316,0.6052631578947368,0.7894736842105263,0.33761467889908253,0.8518518518518519,0.7091412742382271
binary_focal_crossentropy,1,[45],['relu'],rmsprop,20,64,30,2,3,77,0.49416494369506836,0.0172318983823061,0.9824561403508771,0.02631578947368421,0.013157894736842105,0.9868421052631579,0.9736842105263158,0.05126452494873548,0.9868421052631579,0.9989612188365651
binary_crossentropy,2,"[45, 38]","['relu', 'relu']",rmsprop,20,32,30,2,4,115,0.5299348831176758,0.057420726865530014,0.9912280701754386,0.0,0.013157894736842105,0.9868421052631579,1.0,0.0,1.0,0.9989612188365651
cosine_similarity,3,"[45, 23, 71]","['relu', 'tanh', 'sigmoid']",rmsprop,20,128,30,2,5,171,0.5083420276641846,-0.6666666865348816,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.6634349030470914
binary_focal_crossentropy,11,"[63, 17, 100, 36, 17, 49, 36, 85, 53, 59, 38]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",sgd,20,16,30,2,13,585,0.6095747947692871,0.1614869385957718,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.7905124653739612
cosine_similarity,2,"[45, 102]","['relu', 'tanh']",rmsprop,14,32,30,2,4,179,0.5811309814453125,-0.6666666865348816,0.34210526315789475,0.5263157894736842,0.7236842105263158,0.27631578947368424,0.47368421052631576,0.5191594561186651,0.5121951219512195,0.3576869806094183
cosine_similarity,9,"[30, 85, 64, 126, 105, 35, 57, 58, 102]","['relu', 'sigmoid', 'sigmoid', 'tanh', 'tanh', 'tanh', 'sigmoid', 'sigmoid', 'sigmoid']",rmsprop,15,128,30,2,11,694,0.6374590396881104,-0.6666666865348816,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.5865650969529086
cosine_similarity,2,"[45, 102]","['relu', 'relu']",rmsprop,12,64,30,2,4,179,0.3632199764251709,-0.6666666865348816,0.6140350877192983,0.9736842105263158,0.09210526315789473,0.9078947368421053,0.02631578947368421,0.7802567237163813,0.6509433962264151,0.3923130193905817
binary_focal_crossentropy,10,"[63, 17, 100, 36, 17, 36, 85, 53, 59, 38]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",sgd,20,16,30,2,12,536,0.5935070514678955,0.16314764320850372,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.8043628808864266
binary_focal_crossentropy,11,"[63, 17, 100, 36, 25, 49, 36, 85, 53, 59, 38]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",rmsprop,8,16,30,2,13,593,0.7064788341522217,0.019407257437705994,0.9736842105263158,0.07894736842105263,0.0,1.0,0.9210526315789473,0.14592,0.9620253164556962,0.9986149584487535
binary_focal_crossentropy,11,"[63, 17, 100, 36, 25, 49, 36, 85, 53, 59, 38]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",sgd,8,16,30,2,13,593,0.34754180908203125,0.16107121109962463,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.5619806094182825
binary_crossentropy,3,"[45, 102, 27]","['relu', 'tanh', 'tanh']",rmsprop,20,128,30,2,5,206,0.513624906539917,0.057644978165626526,0.9736842105263158,0.0,0.039473684210526314,0.9605263157894737,1.0,0.0,1.0,1.0
binary_focal_crossentropy,10,"[63, 17, 100, 36, 17, 36, 85, 53, 59, 11]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",rmsprop,8,32,30,2,12,509,0.6173670291900635,0.032618630677461624,0.9473684210526315,0.10526315789473684,0.02631578947368421,0.9736842105263158,0.8947368421052632,0.1895006402048655,0.9487179487179487,0.9951523545706371
cosine_similarity,2,"[45, 102]","['relu', 'tanh']",rmsprop,18,16,30,2,4,179,0.5357489585876465,-0.6666666865348816,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.3628808864265928
binary_crossentropy,11,"[63, 17, 100, 36, 17, 49, 19, 85, 53, 38, 125]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'relu', 'relu']",sgd,8,128,30,2,13,634,0.26073479652404785,0.6528008580207825,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.8320637119113573
binary_focal_crossentropy,2,"[45, 53]","['relu', 'tanh']",rmsprop,20,64,30,2,4,130,0.5149219036102295,0.014455712400376797,0.9736842105263158,0.02631578947368421,0.02631578947368421,0.9736842105263158,0.9736842105263158,0.051264288188430894,0.9866666666666667,0.9986149584487535
cosine_similarity,2,"[45, 185]","['relu', 'relu']",adam,20,32,30,2,4,262,0.5948019027709961,-0.6666666865348816,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.24826869806094182
binary_crossentropy,1,[45],['relu'],rmsprop,20,128,30,2,3,77,0.4311997890472412,0.14869624376296997,0.9736842105263158,0.02631578947368421,0.02631578947368421,0.9736842105263158,0.9736842105263158,0.051264288188430894,0.9866666666666667,0.9968836565096952
binary_focal_crossentropy,11,"[63, 17, 32, 36, 25, 49, 36, 85, 53, 59, 38]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",sgd,8,16,30,2,13,525,0.3444337844848633,0.1622796356678009,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.7316481994459834
binary_crossentropy,6,"[82, 101, 98, 100, 17, 128]","['tanh', 'sigmoid', 'relu', 'sigmoid', 'tanh', 'tanh']",rmsprop,9,64,30,2,8,558,0.48812198638916016,0.06661997735500336,0.9736842105263158,0.0,0.039473684210526314,0.9605263157894737,1.0,0.0,1.0,0.9993074792243768
cosine_similarity,1,[45],['relu'],rmsprop,20,32,30,2,3,77,0.4729800224304199,-0.6666666865348816,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.4276315789473684
binary_focal_crossentropy,6,"[82, 130, 18, 124, 17, 128]","['tanh', 'sigmoid', 'tanh', 'tanh', 'tanh', 'tanh']",adam,12,64,30,2,8,531,0.7308990955352783,0.018932022154331207,0.9736842105263158,0.0,0.039473684210526314,0.9605263157894737,1.0,0.0,1.0,1.0
cosine_similarity,2,"[45, 38]","['relu', 'relu']",rmsprop,18,32,30,2,4,115,0.47489404678344727,-0.6666666865348816,0.45614035087719296,0.39473684210526316,0.618421052631579,0.3815789473684211,0.6052631578947368,0.49375709421112374,0.6590909090909091,0.46952908587257614
cosine_similarity,6,"[82, 101, 98, 100, 17, 128]","['tanh', 'sigmoid', 'relu', 'sigmoid', 'tanh', 'tanh']",rmsprop,9,128,30,2,8,558,0.43802499771118164,-0.6666666865348816,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.889196675900277
binary_focal_crossentropy,11,"[63, 17, 100, 37, 25, 49, 36, 85, 53, 59, 38]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",rmsprop,8,16,30,2,13,594,0.7115190029144287,0.017247255891561508,0.9824561403508771,0.02631578947368421,0.013157894736842105,0.9868421052631579,0.9736842105263158,0.05126452494873548,0.9868421052631579,0.9989612188365651
cosine_similarity,9,"[30, 85, 64, 126, 105, 35, 57, 58, 102]","['relu', 'sigmoid', 'sigmoid', 'tanh', 'tanh', 'tanh', 'sigmoid', 'sigmoid', 'sigmoid']",sgd,17,128,30,2,11,694,0.3811922073364258,-0.6666666865348816,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.3843490304709141
cosine_similarity,2,"[45, 102]","['relu', 'relu']",adam,9,16,30,2,4,179,0.4384801387786865,-0.6666666865348816,0.45614035087719296,0.34210526315789475,0.6447368421052632,0.35526315789473684,0.6578947368421053,0.4540750323415266,0.675,0.5287396121883657
cosine_similarity,1,[45],['relu'],rmsprop,20,128,30,2,3,77,0.4244670867919922,-0.6666666865348816,0.4298245614035088,0.9473684210526315,0.3815789473684211,0.618421052631579,0.05263157894736842,0.708839547549225,0.5662650602409639,0.217797783933518
binary_crossentropy,4,"[32, 31, 53, 116]","['relu', 'relu', 'relu', 'relu']",rmsprop,7,128,30,2,6,264,0.34812283515930176,0.10407774150371552,0.9912280701754386,0.02631578947368421,0.0,1.0,0.9736842105263158,0.051264755480607084,0.987012987012987,0.9989612188365651
binary_focal_crossentropy,11,"[63, 17, 100, 36, 17, 49, 36, 85, 53, 96, 38]","['relu', 'sigmoid', 'relu', 'tanh', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",sgd,8,64,30,2,13,622,0.2908811569213867,0.16265176236629486,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.36011080332409967
binary_focal_crossentropy,11,"[63, 17, 100, 36, 17, 49, 36, 85, 53, 59, 6]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",sgd,19,16,30,2,13,553,0.5732700824737549,0.16242007911205292,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.8161357340720221
cosine_similarity,9,"[30, 85, 109, 64, 126, 73, 35, 57, 77]","['relu', 'sigmoid', 'sigmoid', 'sigmoid', 'relu', 'tanh', 'tanh', 'sigmoid', 'sigmoid']",sgd,15,16,30,2,11,688,0.4542262554168701,-0.6666666865348816,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.3235803324099723
cosine_similarity,6,"[82, 142, 75, 124, 17, 128]","['tanh', 'sigmoid', 'tanh', 'tanh', 'tanh', 'tanh']",sgd,11,32,30,2,8,600,0.3048110008239746,-0.6666666865348816,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.6651662049861495
cosine_similarity,2,"[45, 140]","['relu', 'relu']",rmsprop,12,64,30,2,4,217,0.36235594749450684,-0.6666666865348816,0.7368421052631579,0.34210526315789475,0.2236842105263158,0.7763157894736842,0.6578947368421053,0.48269351793580867,0.8194444444444444,0.7586565096952909
binary_focal_crossentropy,11,"[63, 17, 100, 36, 17, 49, 36, 85, 53, 96, 38]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",sgd,8,128,30,2,13,622,0.28380584716796875,0.16359303891658783,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.4934210526315789
binary_focal_crossentropy,11,"[63, 17, 100, 36, 17, 49, 36, 85, 53, 96, 38]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",sgd,10,64,30,2,13,622,0.3245830535888672,0.1621059626340866,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.5841412742382271
cosine_similarity,5,"[82, 101, 98, 17, 59]","['tanh', 'sigmoid', 'relu', 'tanh', 'tanh']",sgd,11,64,30,2,7,389,0.2731778621673584,-0.6666666865348816,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.3407202216066482
cosine_similarity,2,"[45, 102]","['relu', 'relu']",rmsprop,20,32,30,2,4,179,0.5128738880157471,-0.6666666865348816,0.6578947368421053,0.9210526315789473,0.05263157894736842,0.9473684210526315,0.07894736842105263,0.7776577688628298,0.6728971962616822,0.4563711911357341
binary_focal_crossentropy,1,[45],['relu'],rmsprop,20,32,30,2,3,77,0.5116531848907471,0.014089679345488548,0.9736842105263158,0.02631578947368421,0.02631578947368421,0.9736842105263158,0.9736842105263158,0.051264288188430894,0.9866666666666667,0.9989612188365651
binary_crossentropy,3,"[32, 81, 53]","['relu', 'relu', 'relu']",rmsprop,18,128,30,2,5,198,0.47406005859375,0.061958733946084976,0.9824561403508771,0.0,0.02631578947368421,0.9736842105263158,1.0,0.0,1.0,0.9989612188365652
cosine_similarity,11,"[63, 17, 100, 36, 17, 39, 36, 85, 53, 96, 38]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",sgd,11,32,30,2,13,612,0.3421049118041992,-0.6666666865348816,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.3102493074792244
binary_focal_crossentropy,10,"[63, 100, 37, 25, 49, 36, 85, 53, 59, 38]","['relu', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",rmsprop,8,16,30,2,12,577,0.6778879165649414,0.01010342501103878,0.9824561403508771,0.02631578947368421,0.013157894736842105,0.9868421052631579,0.9736842105263158,0.05126452494873548,0.9868421052631579,0.9993074792243768
cosine_similarity,2,"[45, 44]","['relu', 'relu']",rmsprop,12,64,30,2,4,121,0.36132192611694336,-0.6666666865348816,0.6842105263157895,0.2894736842105263,0.32894736842105265,0.6710526315789473,0.7105263157894737,0.4282442748091604,0.8225806451612904,0.7392659279778394
binary_crossentropy,4,"[32, 31, 53, 116]","['relu', 'relu', 'relu', 'relu']",rmsprop,7,16,30,2,6,264,0.402418851852417,0.05531664937734604,0.9736842105263158,0.05263157894736842,0.013157894736842105,0.9868421052631579,0.9473684210526315,0.09986684420772303,0.974025974025974,0.9986149584487535
binary_crossentropy,3,"[32, 81, 53]","['relu', 'relu', 'relu']",rmsprop,18,32,30,2,5,198,0.5254521369934082,0.060441359877586365,0.9649122807017544,0.0,0.05263157894736842,0.9473684210526315,1.0,0.0,1.0,0.9986149584487535
binary_crossentropy,11,"[63, 17, 100, 36, 17, 39, 36, 85, 53, 96, 38]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",sgd,11,32,30,2,13,612,0.3461000919342041,0.6423559188842773,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.5086565096952909
cosine_similarity,2,"[45, 102]","['relu', 'tanh']",rmsprop,20,64,30,2,4,179,0.48158788681030273,-0.6666666865348816,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.5443213296398893
binary_crossentropy,5,"[82, 75, 124, 17, 128]","['tanh', 'tanh', 'tanh', 'tanh', 'tanh']",sgd,11,64,30,2,7,458,0.2763679027557373,0.22064316272735596,0.9649122807017544,0.05263157894736842,0.02631578947368421,0.9736842105263158,0.9473684210526315,0.09986504723346827,0.9736842105263158,0.9958448753462603
cosine_similarity,2,"[45, 114]","['relu', 'relu']",rmsprop,20,32,30,2,4,191,0.5117530822753906,-0.6666666865348816,0.6578947368421053,1.0,0.013157894736842105,0.9868421052631579,0.0,0.797872340425532,0.6637168141592921,0.2198753462603878
binary_focal_crossentropy,10,"[63, 17, 100, 36, 17, 49, 85, 53, 59, 38]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'tanh', 'tanh', 'sigmoid', 'relu']",rmsprop,8,16,30,2,12,549,0.6702110767364502,0.013634497299790382,0.9649122807017544,0.02631578947368421,0.039473684210526314,0.9605263157894737,0.9736842105263158,0.051264044943820225,0.9864864864864865,0.9989612188365651
binary_focal_crossentropy,11,"[63, 17, 100, 36, 17, 39, 36, 85, 53, 96, 38]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",sgd,11,32,30,2,13,612,0.4156951904296875,0.1617339849472046,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.3654778393351801
binary_focal_crossentropy,2,"[45, 96]","['relu', 'tanh']",rmsprop,20,128,30,2,4,173,0.5495080947875977,0.013275411911308765,0.9824561403508771,0.0,0.02631578947368421,0.9736842105263158,1.0,0.0,1.0,0.9993074792243768
cosine_similarity,2,"[45, 102]","['relu', 'tanh']",sgd,20,128,30,2,4,179,0.41260600090026855,-0.6666666865348816,0.5175438596491229,0.2631578947368421,0.5921052631578947,0.40789473684210525,0.7368421052631579,0.3904282115869018,0.7560975609756098,0.681786703601108
cosine_similarity,2,"[45, 202]","['relu', 'relu']",rmsprop,12,64,30,2,4,279,0.4144461154937744,-0.6666666865348816,0.4473684210526316,0.07894736842105263,0.7894736842105263,0.21052631578947367,0.9210526315789473,0.14436090225563908,0.8421052631578947,0.7146814404432132
binary_focal_crossentropy,11,"[63, 17, 100, 36, 17, 37, 36, 85, 53, 96, 38]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",sgd,8,64,30,2,13,610,0.33859896659851074,0.1627471148967743,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.44632963988919666
cosine_similarity,11,"[63, 17, 100, 36, 17, 39, 36, 85, 53, 96, 38]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'sigmoid', 'tanh', 'sigmoid', 'relu']",sgd,11,32,30,2,13,612,0.38696813583374023,-0.6666666865348816,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.14490997229916897
binary_focal_crossentropy,11,"[63, 17, 100, 36, 17, 39, 36, 85, 53, 96, 38]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",rmsprop,11,32,30,2,13,612,0.774716854095459,0.011521819047629833,0.9912280701754386,0.02631578947368421,0.0,1.0,0.9736842105263158,0.051264755480607084,0.987012987012987,0.9996537396121884
binary_focal_crossentropy,11,"[63, 17, 100, 36, 17, 49, 36, 117, 127, 59, 38]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'sigmoid', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",adam,8,16,30,2,13,691,1.1124870777130127,0.01335869636386633,0.9824561403508771,0.02631578947368421,0.013157894736842105,0.9868421052631579,0.9736842105263158,0.05126452494873548,0.9868421052631579,0.9989612188365652
binary_focal_crossentropy,11,"[63, 17, 100, 36, 17, 49, 36, 85, 53, 96, 38]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",adam,13,16,30,2,13,622,1.221869707107544,0.02385707013309002,0.9824561403508771,0.0,0.02631578947368421,0.9736842105263158,1.0,0.0,1.0,0.9993074792243768
binary_focal_crossentropy,11,"[63, 17, 100, 36, 17, 49, 36, 85, 53, 102, 38]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",adam,8,16,30,2,13,628,1.0647318363189697,0.01605832763016224,0.9824561403508771,0.0,0.02631578947368421,0.9736842105263158,1.0,0.0,1.0,0.9993074792243768
cosine_similarity,6,"[82, 101, 75, 124, 17, 128]","['tanh', 'sigmoid', 'tanh', 'tanh', 'tanh', 'tanh']",sgd,11,16,30,2,8,559,0.35476207733154297,-0.6666666865348816,0.7456140350877193,0.5789473684210527,0.09210526315789473,0.9078947368421053,0.42105263157894735,0.6565743944636678,0.7582417582417582,0.7108725761772853
binary_crossentropy,11,"[63, 17, 100, 36, 17, 39, 88, 85, 53, 96, 38]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'relu', 'sigmoid', 'relu']",sgd,8,64,30,2,13,664,0.2778177261352539,0.638231098651886,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.9035664819944599
cosine_similarity,2,"[45, 62]","['relu', 'relu']",rmsprop,20,32,30,2,4,139,0.5345101356506348,-0.6666666865348816,0.23684210526315788,0.42105263157894735,0.9342105263157895,0.06578947368421052,0.5789473684210527,0.3041825095057034,0.23809523809523808,0.20879501385041555
cosine_similarity,2,"[45, 102]","['relu', 'relu']",rmsprop,7,128,30,2,4,179,0.2816743850708008,-0.6666666865348816,0.39473684210526316,0.6052631578947368,0.6052631578947368,0.39473684210526316,0.39473684210526316,0.5849936413734633,0.5660377358490566,0.4165512465373961
cosine_similarity,2,"[45, 29]","['relu', 'relu']",rmsprop,20,32,30,2,4,106,0.5129590034484863,-0.6666666865348816,0.21929824561403508,0.7631578947368421,0.7894736842105263,0.21052631578947367,0.23684210526315788,0.48510193413486674,0.35555555555555557,0.1516620498614958
binary_focal_crossentropy,11,"[63, 17, 100, 36, 17, 49, 36, 85, 53, 96, 38]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",rmsprop,10,64,30,2,13,622,0.6846120357513428,0.16275081038475037,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.9626038781163434
binary_focal_crossentropy,11,"[63, 17, 100, 56, 17, 49, 36, 85, 53, 59, 11]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",rmsprop,8,32,30,2,13,578,0.7376232147216797,0.032030440866947174,0.9736842105263158,0.07894736842105263,0.0,1.0,0.9210526315789473,0.14592,0.9620253164556962,0.9982686980609418
binary_crossentropy,3,"[32, 40, 53]","['relu', 'relu', 'relu']",rmsprop,13,128,30,2,5,157,0.41782379150390625,0.07709365338087082,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
binary_crossentropy,10,"[63, 17, 100, 36, 17, 49, 19, 85, 53, 38]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'relu']",sgd,8,64,30,2,12,509,0.2760930061340332,0.6410621404647827,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.14785318559556787
cosine_similarity,2,"[45, 44]","['relu', 'relu']",sgd,12,64,30,2,4,121,0.27116894721984863,-0.6666666865348816,0.4473684210526316,0.02631578947368421,0.8157894736842105,0.18421052631578946,0.9736842105263158,0.051188299817184646,0.9333333333333333,0.7981301939058171
binary_focal_crossentropy,11,"[63, 17, 100, 36, 17, 49, 36, 85, 53, 59, 16]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",sgd,19,16,30,2,13,563,0.5820231437683105,0.1612391173839569,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.6374653739612187
cosine_similarity,2,"[45, 30]","['relu', 'tanh']",rmsprop,7,128,30,2,4,107,0.2796511650085449,-0.6666666865348816,0.45614035087719296,0.7105263157894737,0.4605263157894737,0.5394736842105263,0.2894736842105263,0.652327637006482,0.6029411764705882,0.3109418282548476
cosine_similarity,2,"[45, 102]","['relu', 'sigmoid']",rmsprop,14,16,30,2,4,179,0.4638190269470215,-0.6666666865348816,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.5650969529085873
binary_crossentropy,3,"[32, 81, 53]","['relu', 'relu', 'relu']",rmsprop,18,64,30,2,5,198,0.5015048980712891,0.09522616118192673,0.9649122807017544,0.0,0.05263157894736842,0.9473684210526315,1.0,0.0,1.0,0.9975761772853186
cosine_similarity,2,"[45, 29]","['relu', 'sigmoid']",rmsprop,20,32,30,2,4,106,0.5111157894134521,-0.6666666865348816,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.6914819944598338
cosine_similarity,3,"[45, 73, 63]","['relu', 'tanh', 'tanh']",rmsprop,14,16,30,2,5,213,0.5225248336791992,-0.6666666865348816,0.4824561403508772,0.9210526315789473,0.3157894736842105,0.6842105263157895,0.07894736842105263,0.72495518820952,0.5977011494252874,0.1488919667590028
cosine_similarity,1,[45],['relu'],rmsprop,20,128,30,2,3,77,0.4244670867919922,-0.6666666865348816,0.4298245614035088,0.9473684210526315,0.3815789473684211,0.618421052631579,0.05263157894736842,0.708839547549225,0.5662650602409639,0.217797783933518
cosine_similarity,2,"[45, 243]","['relu', 'relu']",rmsprop,12,64,30,2,4,320,0.36849093437194824,-0.6666666865348816,0.32456140350877194,0.10526315789473684,0.9605263157894737,0.039473684210526314,0.8947368421052632,0.16901408450704228,0.42857142857142855,0.4300554016620498
binary_crossentropy,11,"[63, 17, 100, 36, 17, 49, 36, 85, 53, 96, 38]","['relu', 'sigmoid', 'relu', 'relu', 'relu', 'relu', 'sigmoid', 'tanh', 'tanh', 'sigmoid', 'relu']",sgd,18,128,30,2,13,622,0.4223611354827881,0.6505486965179443,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,0.6666666666666666,0.6894044321329639
